Date,Temperature,Humidity,WindSpeed,Rainfall,Month,Year,Season,Month_Year,Rolling_Avg
2023-09-06,27.6,79.5,16.2,19.9,September,2023,Monsoon,2023-09,76.27142857142857
2023-09-07,24.1,81.4,9.3,28.8,September,2023,Monsoon,2023-09,77.44285714285715
2023-09-08,34.5,69.3,10.1,21.7,September,2023,Monsoon,2023-09,76.3
2023-09-09,27.6,70.6,13.3,39.4,September,2023,Monsoon,2023-09,76.10000000000001
2023-09-10,26.1,80.4,7.5,15.6,September,2023,Monsoon,2023-09,77.02857142857144
2023-09-11,27.1,68.0,14.6,6.4,September,2023,Monsoon,2023-09,75.28571428571429
2023-09-12,27.6,70.0,5.8,26.4,September,2023,Monsoon,2023-09,74.17142857142858
2023-09-13,28.8,69.9,11.7,15.4,September,2023,Monsoon,2023-09,72.8
2023-09-14,25.0,65.3,13.7,30.6,September,2023,Monsoon,2023-09,70.5
2023-09-15,25.7,81.8,13.4,41.1,September,2023,Monsoon,2023-09,72.28571428571429
2023-09-16,28.5,77.4,14.4,27.2,September,2023,Monsoon,2023-09,73.25714285714285
2023-09-17,23.4,71.2,9.5,24.6,September,2023,Monsoon,2023-09,71.94285714285715
2023-09-18,27.1,78.2,12.9,17.3,September,2023,Monsoon,2023-09,73.4
2023-09-19,24.2,67.8,13.8,9.1,September,2023,Monsoon,2023-09,73.08571428571429
2023-09-20,28.5,69.0,14.4,27.1,September,2023,Monsoon,2023-09,72.95714285714286
2023-09-21,24.3,81.1,8.3,1.4,September,2023,Monsoon,2023-09,75.21428571428571
2023-09-22,27.55,78.3,10.4,0.0,September,2023,Monsoon,2023-09,74.71428571428571
2023-09-23,25.3,87.0,10.1,0.0,September,2023,Monsoon,2023-09,76.08571428571429
2023-09-24,26.0,84.8,15.9,27.6,September,2023,Monsoon,2023-09,78.02857142857144
2023-09-25,22.5,82.0,8.3,19.8,September,2023,Monsoon,2023-09,78.57142857142857
2023-09-26,26.8,73.9,9.5,8.5,September,2023,Monsoon,2023-09,79.44285714285715
2023-09-27,22.8,77.7,8.6,19.0,September,2023,Monsoon,2023-09,80.68571428571428
2023-09-28,23.6,74.0,10.4,20.7,September,2023,Monsoon,2023-09,79.67142857142858
2023-09-29,20.7,90.0,10.3,31.1,September,2023,Monsoon,2023-09,81.34285714285716
2023-09-30,22.1,97.8,9.6,13.3,September,2023,Monsoon,2023-09,82.88571428571429
2023-10-01,23.0,78.8,11.3,4.9,October,2023,Winter,2023-10,82.02857142857144
2023-10-02,25.6,67.3,8.2,2.7,October,2023,Winter,2023-10,79.92857142857143
2023-10-03,24.3,79.8,12.5,12.7,October,2023,Winter,2023-10,80.77142857142857
2023-10-04,21.5,92.7,9.7,2.1,October,2023,Winter,2023-10,82.91428571428571
2023-10-05,26.0,83.2,12.9,7.6,October,2023,Winter,2023-10,84.22857142857143
2023-10-06,25.7,76.4,9.9,10.6,October,2023,Winter,2023-10,82.28571428571429
2023-10-07,21.5,81.6,6.4,4.7,October,2023,Winter,2023-10,79.97142857142856
2023-10-08,25.8,71.7,9.8,6.7,October,2023,Winter,2023-10,78.95714285714287
2023-10-09,20.6,75.8,13.8,0.0,October,2023,Winter,2023-10,80.17142857142858
2023-10-10,20.6,77.1,7.6,3.0,October,2023,Winter,2023-10,79.78571428571429
2023-10-11,20.3,77.7,14.5,4.6,October,2023,Winter,2023-10,77.64285714285714
2023-10-12,22.5,79.8,4.3,8.5,October,2023,Winter,2023-10,77.15714285714284
2023-10-13,23.1,88.3,10.6,4.7,October,2023,Winter,2023-10,78.85714285714286
2023-10-14,27.0,77.8,9.1,8.3,October,2023,Winter,2023-10,78.3142857142857
2023-10-15,27.5,85.9,12.7,6.3,October,2023,Winter,2023-10,80.34285714285714
2023-10-16,20.3,87.7,9.3,3.3,October,2023,Winter,2023-10,82.04285714285716
2023-10-17,20.7,77.5,11.0,11.2,October,2023,Winter,2023-10,82.10000000000001
2023-10-18,18.8,84.7,11.6,5.3,October,2023,Winter,2023-10,83.10000000000001
2023-10-19,22.5,68.7,9.9,4.5,October,2023,Winter,2023-10,81.51428571428572
2023-10-20,19.3,88.8,8.8,8.5,October,2023,Winter,2023-10,81.58571428571429
2023-10-21,22.1,85.4,7.4,9.4,October,2023,Winter,2023-10,82.67142857142858
2023-10-22,17.9,84.5,17.3,2.0,October,2023,Winter,2023-10,82.47142857142856
2023-10-23,19.4,76.6,14.7,6.5,October,2023,Winter,2023-10,80.88571428571429
2023-10-24,19.3,77.3,13.2,6.4,October,2023,Winter,2023-10,80.85714285714286
2023-10-25,22.1,77.3,9.6,8.7,October,2023,Winter,2023-10,79.79999999999998
2023-10-26,20.2,82.6,12.2,7.8,October,2023,Winter,2023-10,81.78571428571429
2023-10-27,19.3,74.6,6.2,6.7,October,2023,Winter,2023-10,79.75714285714285
2023-10-28,19.3,94.5,7.2,7.1,October,2023,Winter,2023-10,81.05714285714285
2023-10-29,23.8,77.4,10.2,9.8,October,2023,Winter,2023-10,80.04285714285713
2023-10-30,19.0,74.3,8.5,1.7,October,2023,Winter,2023-10,79.71428571428571
2023-10-31,20.5,81.2,10.2,3.5,October,2023,Winter,2023-10,80.27142857142857
2023-11-01,20.6,89.8,8.0,0.2,November,2023,Winter,2023-11,82.05714285714285
2023-11-02,18.7,80.4,10.4,1.9,November,2023,Winter,2023-11,81.74285714285713
2023-11-03,19.4,76.7,13.8,1.2,November,2023,Winter,2023-11,82.04285714285713
2023-11-04,17.0,86.8,14.5,3.8,November,2023,Winter,2023-11,80.94285714285715
2023-11-05,16.4,90.1,2.6,1.7,November,2023,Winter,2023-11,82.75714285714287
2023-11-06,22.4,78.9,11.1,2.1,November,2023,Winter,2023-11,83.41428571428571
2023-11-07,20.9,78.6,11.1,0.4,November,2023,Winter,2023-11,83.04285714285713
2023-11-08,18.8,77.5,10.6,3.1,November,2023,Winter,2023-11,81.28571428571429
2023-11-09,20.4,78.8,8.5,0.0,November,2023,Winter,2023-11,81.05714285714285
2023-11-10,16.7,87.6,13.3,3.1,November,2023,Winter,2023-11,82.61428571428571
2023-11-11,27.55,89.8,13.3,5.2,November,2023,Winter,2023-11,83.04285714285713
2023-11-12,18.5,82.3,9.5,0.1,November,2023,Winter,2023-11,81.92857142857143
2023-11-13,18.0,83.8,9.4,0.0,November,2023,Winter,2023-11,82.62857142857142
2023-11-14,17.6,82.3,7.3,3.8,November,2023,Winter,2023-11,83.15714285714286
2023-11-15,18.1,89.0,14.1,3.4,November,2023,Winter,2023-11,84.8
2023-11-16,18.5,79.0,11.5,1.3,November,2023,Winter,2023-11,84.82857142857142
2023-11-17,17.8,75.4,8.8,1.2,November,2023,Winter,2023-11,83.08571428571429
2023-11-18,17.9,91.1,7.9,1.5,November,2023,Winter,2023-11,83.27142857142857
2023-11-19,21.5,71.7,11.2,0.6,November,2023,Winter,2023-11,81.75714285714285
2023-11-20,19.5,85.3,10.0,0.0,November,2023,Winter,2023-11,81.97142857142856
2023-11-21,16.1,86.4,11.6,2.4,November,2023,Winter,2023-11,82.55714285714286
2023-11-22,20.3,81.1,10.6,2.1,November,2023,Winter,2023-11,81.42857142857143
2023-11-23,14.7,89.1,7.9,5.2,November,2023,Winter,2023-11,82.87142857142858
2023-11-24,16.1,95.1,9.2,4.6,November,2023,Winter,2023-11,85.68571428571428
2023-11-25,16.9,85.5,9.9,0.3,November,2023,Winter,2023-11,84.88571428571427
2023-11-26,16.5,78.7,14.9,2.0,November,2023,Winter,2023-11,85.88571428571429
2023-11-27,20.1,77.9,13.2,2.7,November,2023,Winter,2023-11,84.82857142857142
2023-11-28,20.8,83.5,5.7,2.4,November,2023,Winter,2023-11,84.41428571428571
2023-11-29,19.9,90.4,12.7,3.5,November,2023,Winter,2023-11,85.74285714285713
2023-11-30,21.2,97.7,10.9,2.3,November,2023,Winter,2023-11,86.97142857142856
2023-12-01,15.4,69.2,6.8,1.0,December,2023,Winter,2023-12,83.27142857142857
2023-12-02,19.0,65.2,8.7,1.5,December,2023,Winter,2023-12,80.37142857142858
2023-12-03,20.7,74.6,10.0,0.0,December,2023,Winter,2023-12,79.78571428571429
2023-12-04,14.7,88.5,14.5,2.1,December,2023,Winter,2023-12,81.3
2023-12-05,17.3,89.6,6.0,1.4,December,2023,Winter,2023-12,82.17142857142858
2023-12-06,20.3,83.1,13.2,0.6,December,2023,Winter,2023-12,81.12857142857142
2023-12-07,16.6,89.6,12.8,0.3,December,2023,Winter,2023-12,79.97142857142856
2023-12-08,15.0,89.6,8.1,5.1,December,2023,Winter,2023-12,82.88571428571429
2023-12-09,17.9,75.8,11.6,1.4,December,2023,Winter,2023-12,84.39999999999999
2023-12-10,18.1,75.0,7.7,1.1,December,2023,Winter,2023-12,84.45714285714287
2023-12-11,19.4,76.6,7.4,5.1,December,2023,Winter,2023-12,82.75714285714285
2023-12-12,15.3,68.1,7.3,1.8,December,2023,Winter,2023-12,79.68571428571428
2023-12-13,15.4,85.1,6.9,3.2,December,2023,Winter,2023-12,79.97142857142856
2023-12-14,17.8,82.7,9.2,0.3,December,2023,Winter,2023-12,78.98571428571428
2023-12-15,18.6,75.5,5.7,3.6,December,2023,Winter,2023-12,76.97142857142856
2023-12-16,20.7,83.0,11.4,1.1,December,2023,Winter,2023-12,78.0
2023-12-17,17.4,71.7,12.7,0.7,December,2023,Winter,2023-12,77.52857142857142
2023-12-18,13.9,87.4,6.9,2.9,December,2023,Winter,2023-12,79.07142857142857
2023-12-19,16.6,81.9,14.3,0.0,December,2023,Winter,2023-12,81.04285714285713
2023-12-20,15.6,83.5,10.7,3.6,December,2023,Winter,2023-12,80.81428571428572
2023-12-21,15.1,90.7,6.9,0.0,December,2023,Winter,2023-12,81.95714285714287
2023-12-22,16.0,73.2,8.7,0.0,December,2023,Winter,2023-12,81.62857142857142
2023-12-23,19.0,83.9,11.0,0.0,December,2023,Winter,2023-12,81.75714285714285
2023-12-24,19.5,84.5,9.5,2.1,December,2023,Winter,2023-12,83.58571428571429
2023-12-25,19.3,77.5,12.6,0.0,December,2023,Winter,2023-12,82.17142857142858
2023-12-26,16.0,90.6,8.4,0.4,December,2023,Winter,2023-12,83.41428571428571
2023-12-27,17.1,73.4,9.6,2.7,December,2023,Winter,2023-12,81.97142857142856
2023-12-28,20.8,82.8,11.8,2.0,December,2023,Winter,2023-12,80.84285714285714
2023-12-29,18.7,83.4,9.2,0.0,December,2023,Winter,2023-12,82.3
2023-12-30,20.3,90.0,10.2,2.1,December,2023,Winter,2023-12,83.17142857142858
2023-12-31,17.0,79.6,7.7,1.3,December,2023,Winter,2023-12,82.47142857142856
2024-01-01,16.7,81.6,16.2,1.7,January,2024,Winter,2024-01,83.05714285714285
2024-01-02,13.7,78.2,9.3,1.0,January,2024,Winter,2024-01,81.28571428571429
2024-01-03,21.0,72.4,8.0,0.0,January,2024,Winter,2024-01,81.14285714285714
2024-01-04,15.0,79.9,18.3,0.7,January,2024,Winter,2024-01,80.72857142857143
2024-01-05,18.8,79.7,12.0,0.8,January,2024,Winter,2024-01,80.2
2024-01-06,17.5,80.3,11.1,2.5,January,2024,Winter,2024-01,78.81428571428572
2024-01-07,20.6,83.6,6.5,4.6,January,2024,Winter,2024-01,79.38571428571427
2024-01-08,18.2,84.8,5.0,1.0,January,2024,Winter,2024-01,79.84285714285714
2024-01-09,18.8,87.4,13.1,4.6,January,2024,Winter,2024-01,81.15714285714286
2024-01-10,16.8,80.8,13.7,1.9,January,2024,Winter,2024-01,82.35714285714286
2024-01-11,14.9,75.0,16.5,0.4,January,2024,Winter,2024-01,81.65714285714286
2024-01-12,18.3,91.8,5.5,2.5,January,2024,Winter,2024-01,83.38571428571427
2024-01-13,16.1,87.4,12.7,2.8,January,2024,Winter,2024-01,84.39999999999999
2024-01-14,27.55,79.0,11.8,3.1,January,2024,Winter,2024-01,83.74285714285715
2024-01-15,15.9,81.8,16.0,1.4,January,2024,Winter,2024-01,83.31428571428572
2024-01-16,15.2,93.9,10.1,3.7,January,2024,Winter,2024-01,84.24285714285715
2024-01-17,18.7,75.4,10.0,2.8,January,2024,Winter,2024-01,83.47142857142856
2024-01-18,17.9,83.7,9.3,0.9,January,2024,Winter,2024-01,84.71428571428571
2024-01-19,20.3,82.5,12.0,1.0,January,2024,Winter,2024-01,83.38571428571429
2024-01-20,17.1,72.0,12.4,6.9,January,2024,Winter,2024-01,81.18571428571428
2024-01-21,16.0,84.1,12.8,2.8,January,2024,Winter,2024-01,81.91428571428571
2024-01-22,18.3,82.0,13.0,0.0,January,2024,Winter,2024-01,81.94285714285715
2024-01-23,18.3,95.7,10.3,1.8,January,2024,Winter,2024-01,82.2
2024-01-24,18.0,85.2,10.7,1.4,January,2024,Winter,2024-01,83.60000000000001
2024-01-25,16.6,92.1,6.7,0.3,January,2024,Winter,2024-01,84.8
2024-01-26,17.1,94.0,10.3,0.0,January,2024,Winter,2024-01,86.44285714285715
2024-01-27,21.1,67.0,9.9,0.0,January,2024,Winter,2024-01,85.72857142857143
2024-01-28,18.7,80.8,9.3,0.2,January,2024,Winter,2024-01,85.25714285714285
2024-01-29,17.6,83.0,11.5,1.4,January,2024,Winter,2024-01,85.39999999999999
2024-01-30,20.9,83.8,9.4,0.0,January,2024,Winter,2024-01,83.7
2024-01-31,18.5,94.7,4.8,5.3,January,2024,Winter,2024-01,85.05714285714285
2024-02-01,20.3,81.1,8.4,2.3,February,2024,Summer,2024-02,83.48571428571428
2024-02-02,17.7,89.4,7.4,2.1,February,2024,Summer,2024-02,82.82857142857142
2024-02-03,20.2,74.7,12.7,0.0,February,2024,Summer,2024-02,83.92857142857143
2024-02-04,19.2,74.9,9.3,3.2,February,2024,Summer,2024-02,83.08571428571429
2024-02-05,18.2,89.1,3.4,2.6,February,2024,Summer,2024-02,83.95714285714287
2024-02-06,21.4,86.7,10.6,4.5,February,2024,Summer,2024-02,84.37142857142858
2024-02-07,21.5,79.0,13.9,0.0,February,2024,Summer,2024-02,82.12857142857142
2024-02-08,20.9,78.9,8.6,3.4,February,2024,Summer,2024-02,81.81428571428572
2024-02-09,19.1,74.1,4.4,4.7,February,2024,Summer,2024-02,79.62857142857142
2024-02-10,17.2,88.3,8.4,0.7,February,2024,Summer,2024-02,81.57142857142857
2024-02-11,23.7,74.6,9.8,0.0,February,2024,Summer,2024-02,81.52857142857144
2024-02-12,19.4,88.6,10.6,0.0,February,2024,Summer,2024-02,81.45714285714284
2024-02-13,23.7,89.6,11.8,2.2,February,2024,Summer,2024-02,81.87142857142855
2024-02-14,24.1,81.4,8.2,0.9,February,2024,Summer,2024-02,82.21428571428571
2024-02-15,20.1,76.6,14.3,2.6,February,2024,Summer,2024-02,81.88571428571429
2024-02-16,24.4,79.5,12.8,3.7,February,2024,Summer,2024-02,82.65714285714284
2024-02-17,23.5,86.8,16.2,1.3,February,2024,Summer,2024-02,82.44285714285715
2024-02-18,21.4,80.2,5.1,2.7,February,2024,Summer,2024-02,83.24285714285715
2024-02-19,26.4,76.1,12.1,2.5,February,2024,Summer,2024-02,81.45714285714284
2024-02-20,19.7,94.0,12.3,0.0,February,2024,Summer,2024-02,82.08571428571429
2024-02-21,20.0,70.7,14.3,0.7,February,2024,Summer,2024-02,80.55714285714285
2024-02-22,18.8,83.9,13.8,0.0,February,2024,Summer,2024-02,81.60000000000001
2024-02-23,23.5,68.6,13.7,1.9,February,2024,Summer,2024-02,80.04285714285713
2024-02-24,22.2,94.6,11.0,1.3,February,2024,Summer,2024-02,81.15714285714286
2024-02-25,21.8,67.8,10.0,4.0,February,2024,Summer,2024-02,79.38571428571429
2024-02-26,24.8,85.6,7.1,3.1,February,2024,Summer,2024-02,80.74285714285713
2024-02-27,23.6,77.1,19.1,0.0,February,2024,Summer,2024-02,78.32857142857142
2024-02-28,22.6,82.8,13.8,0.4,February,2024,Summer,2024-02,80.05714285714285
2024-02-29,24.9,79.5,7.1,1.8,February,2024,Summer,2024-02,79.42857142857143
2024-03-01,22.4,91.7,4.4,2.8,March,2024,Summer,2024-03,82.72857142857141
2024-03-02,26.0,77.1,6.1,1.0,March,2024,Summer,2024-03,80.22857142857143
2024-03-03,25.5,86.0,13.0,0.0,March,2024,Summer,2024-03,82.82857142857142
2024-03-04,23.3,76.7,9.4,0.1,March,2024,Summer,2024-03,81.55714285714285
2024-03-05,26.0,63.9,11.8,3.1,March,2024,Summer,2024-03,79.67142857142858
2024-03-06,24.0,82.9,6.1,2.0,March,2024,Summer,2024-03,79.68571428571428
2024-03-07,22.7,83.0,9.2,1.6,March,2024,Summer,2024-03,80.18571428571428
2024-03-08,20.3,79.7,11.6,0.0,March,2024,Summer,2024-03,78.47142857142856
2024-03-09,21.4,68.4,11.4,0.5,March,2024,Summer,2024-03,77.22857142857143
2024-03-10,24.3,81.1,7.4,0.3,March,2024,Summer,2024-03,76.52857142857142
2024-03-11,24.0,82.5,14.5,0.0,March,2024,Summer,2024-03,77.35714285714286
2024-03-12,27.2,72.1,10.9,1.3,March,2024,Summer,2024-03,78.52857142857144
2024-03-13,24.8,65.8,7.4,1.2,March,2024,Summer,2024-03,76.08571428571429
2024-03-14,26.6,75.6,16.6,1.3,March,2024,Summer,2024-03,75.02857142857144
2024-03-15,24.3,62.1,7.2,5.3,March,2024,Summer,2024-03,72.5142857142857
2024-03-16,26.1,74.1,10.1,1.6,March,2024,Summer,2024-03,73.32857142857142
2024-03-17,29.0,75.2,9.6,0.0,March,2024,Summer,2024-03,72.48571428571428
2024-03-18,28.1,73.3,12.9,1.6,March,2024,Summer,2024-03,71.17142857142856
2024-03-19,25.2,82.0,6.9,2.0,March,2024,Summer,2024-03,72.58571428571429
2024-03-20,28.7,80.5,4.1,0.9,March,2024,Summer,2024-03,74.68571428571428
2024-03-21,28.1,67.7,13.5,2.0,March,2024,Summer,2024-03,73.55714285714285
2024-03-22,25.7,79.2,11.2,6.7,March,2024,Summer,2024-03,76.0
2024-03-23,24.8,80.0,11.3,4.5,March,2024,Summer,2024-03,76.84285714285714
2024-03-24,24.2,97.3,10.7,0.0,March,2024,Summer,2024-03,80.0
2024-03-25,27.5,82.6,11.6,0.0,March,2024,Summer,2024-03,81.32857142857144
2024-03-26,25.3,85.0,11.3,0.5,March,2024,Summer,2024-03,81.75714285714287
2024-03-27,29.5,72.2,9.9,0.0,March,2024,Summer,2024-03,80.57142857142857
2024-03-28,29.0,64.5,11.6,0.0,March,2024,Summer,2024-03,80.11428571428571
2024-03-29,26.3,83.0,11.4,2.2,March,2024,Summer,2024-03,80.65714285714286
2024-03-30,25.4,86.8,2.7,0.4,March,2024,Summer,2024-03,81.62857142857142
2024-03-31,28.6,74.0,10.2,3.1,March,2024,Summer,2024-03,78.3
2024-04-01,28.5,93.0,12.4,2.1,April,2024,Summer,2024-04,79.78571428571429
2024-04-02,30.9,66.8,11.1,0.3,April,2024,Summer,2024-04,77.18571428571428
2024-04-03,30.9,62.3,2.0,2.6,April,2024,Summer,2024-04,75.77142857142857
2024-04-04,28.0,86.3,9.9,5.9,April,2024,Summer,2024-04,78.88571428571427
2024-04-05,30.8,89.8,9.5,0.3,April,2024,Summer,2024-04,79.85714285714286
2024-04-06,32.2,79.0,8.2,3.7,April,2024,Summer,2024-04,78.74285714285715
2024-04-07,28.9,73.3,10.4,3.6,April,2024,Summer,2024-04,78.64285714285714
2024-04-08,27.9,72.9,12.3,1.5,April,2024,Summer,2024-04,75.77142857142857
2024-04-09,29.3,78.6,11.5,1.4,April,2024,Summer,2024-04,77.45714285714287
2024-04-10,30.7,74.8,10.6,6.7,April,2024,Summer,2024-04,79.24285714285713
2024-04-11,26.3,71.7,7.9,3.6,April,2024,Summer,2024-04,77.15714285714286
2024-04-12,29.6,74.8,7.3,0.8,April,2024,Summer,2024-04,75.01428571428572
2024-04-13,29.8,59.4,8.7,0.0,April,2024,Summer,2024-04,72.21428571428571
2024-04-14,30.8,83.7,13.7,1.1,April,2024,Summer,2024-04,73.7
2024-04-15,29.6,72.7,13.4,1.7,April,2024,Summer,2024-04,73.67142857142858
2024-04-16,29.6,84.7,12.2,2.9,April,2024,Summer,2024-04,74.54285714285713
2024-04-17,30.4,78.8,5.5,0.0,April,2024,Summer,2024-04,75.11428571428571
2024-04-18,31.0,75.6,10.2,2.9,April,2024,Summer,2024-04,75.67142857142858
2024-04-19,27.4,67.1,8.3,1.6,April,2024,Summer,2024-04,74.57142857142857
2024-04-20,33.0,77.1,14.1,0.0,April,2024,Summer,2024-04,77.10000000000001
2024-04-21,30.7,71.2,5.7,0.0,April,2024,Summer,2024-04,75.3142857142857
2024-04-22,29.7,78.6,14.0,0.0,April,2024,Summer,2024-04,76.15714285714284
2024-04-23,32.4,73.0,7.5,1.8,April,2024,Summer,2024-04,74.48571428571428
2024-04-24,30.8,88.4,10.3,3.6,April,2024,Summer,2024-04,75.85714285714286
2024-04-25,33.0,74.2,9.8,1.1,April,2024,Summer,2024-04,75.65714285714286
2024-04-26,30.0,87.9,7.1,0.0,April,2024,Summer,2024-04,78.62857142857142
2024-04-27,31.8,69.3,14.9,4.1,April,2024,Summer,2024-04,77.51428571428572
2024-04-28,33.5,81.3,14.7,1.8,April,2024,Summer,2024-04,78.95714285714284
2024-04-29,33.1,73.0,10.2,2.5,April,2024,Summer,2024-04,78.15714285714286
2024-04-30,31.2,77.2,12.6,0.0,April,2024,Summer,2024-04,78.75714285714285
2024-05-01,33.5,73.4,11.6,0.0,May,2024,Summer,2024-05,76.61428571428573
2024-05-02,32.1,81.5,10.5,1.9,May,2024,Summer,2024-05,77.65714285714286
2024-05-03,29.3,66.0,11.4,0.1,May,2024,Summer,2024-05,74.52857142857144
2024-05-04,31.5,69.7,7.6,0.6,May,2024,Summer,2024-05,74.58571428571429
2024-05-05,35.1,82.8,8.1,4.3,May,2024,Summer,2024-05,74.8
2024-05-06,31.4,66.1,10.9,5.1,May,2024,Summer,2024-05,73.81428571428572
2024-05-07,32.8,64.7,15.0,5.5,May,2024,Summer,2024-05,72.02857142857142
2024-05-08,31.1,83.6,10.1,0.0,May,2024,Summer,2024-05,73.48571428571428
2024-05-09,34.3,72.3,10.4,2.2,May,2024,Summer,2024-05,72.17142857142856
2024-05-10,32.1,76.8,9.6,0.0,May,2024,Summer,2024-05,73.71428571428571
2024-05-11,27.55,70.1,10.2,6.0,May,2024,Summer,2024-05,73.77142857142857
2024-05-12,34.1,76.6,10.7,0.0,May,2024,Summer,2024-05,72.88571428571429
2024-05-13,33.3,62.4,10.1,3.2,May,2024,Summer,2024-05,72.35714285714286
2024-05-14,31.4,62.8,7.2,2.9,May,2024,Summer,2024-05,72.08571428571427
2024-05-15,34.7,77.1,8.6,2.3,May,2024,Summer,2024-05,71.15714285714286
2024-05-16,36.5,72.1,11.9,0.5,May,2024,Summer,2024-05,71.12857142857142
2024-05-17,34.7,62.6,11.7,0.0,May,2024,Summer,2024-05,69.1
2024-05-18,31.9,66.8,4.9,2.3,May,2024,Summer,2024-05,68.62857142857142
2024-05-19,27.55,70.2,10.0,0.4,May,2024,Summer,2024-05,67.71428571428571
2024-05-20,36.0,60.8,12.4,0.0,May,2024,Summer,2024-05,67.48571428571428
2024-05-21,35.5,66.9,5.8,0.0,May,2024,Summer,2024-05,68.07142857142857
2024-05-22,32.3,76.2,7.3,0.0,May,2024,Summer,2024-05,67.94285714285715
2024-05-23,32.5,72.6,10.8,1.9,May,2024,Summer,2024-05,68.0142857142857
2024-05-24,32.5,73.2,9.4,0.0,May,2024,Summer,2024-05,69.52857142857144
2024-05-25,32.7,83.1,9.1,0.0,May,2024,Summer,2024-05,71.85714285714286
2024-05-26,33.1,76.0,14.3,0.9,May,2024,Summer,2024-05,72.68571428571428
2024-05-27,34.7,82.1,7.5,0.5,May,2024,Summer,2024-05,75.72857142857143
2024-05-28,33.4,80.9,11.0,1.7,May,2024,Summer,2024-05,77.72857142857143
2024-05-29,33.6,81.0,2.1,2.3,May,2024,Summer,2024-05,78.41428571428571
2024-05-30,31.7,75.3,12.1,0.0,May,2024,Summer,2024-05,78.8
2024-05-31,37.2,69.7,11.9,3.7,May,2024,Summer,2024-05,78.29999999999998
2024-06-01,31.7,76.9,10.5,11.7,June,2024,Monsoon,2024-06,77.41428571428571
2024-06-02,37.0,59.7,10.8,7.7,June,2024,Monsoon,2024-06,75.08571428571429
2024-06-03,35.5,74.5,10.0,25.2,June,2024,Monsoon,2024-06,74.0
2024-06-04,36.9,67.5,11.3,14.2,June,2024,Monsoon,2024-06,72.08571428571429
2024-06-05,37.8,66.0,10.2,14.2,June,2024,Monsoon,2024-06,69.94285714285715
2024-06-06,32.3,75.6,5.6,30.6,June,2024,Monsoon,2024-06,69.98571428571428
2024-06-07,33.4,70.2,8.2,12.7,June,2024,Monsoon,2024-06,70.05714285714285
2024-06-08,34.3,67.0,8.0,15.0,June,2024,Monsoon,2024-06,68.64285714285714
2024-06-09,31.6,72.2,7.8,7.9,June,2024,Monsoon,2024-06,70.42857142857143
2024-06-10,35.4,70.0,11.8,7.2,June,2024,Monsoon,2024-06,69.78571428571429
2024-06-11,37.9,71.5,15.9,22.8,June,2024,Monsoon,2024-06,70.35714285714286
2024-06-12,33.4,63.6,12.7,35.8,June,2024,Monsoon,2024-06,70.0142857142857
2024-06-13,33.5,76.8,5.2,20.6,June,2024,Monsoon,2024-06,70.18571428571428
2024-06-14,37.9,74.6,5.5,10.2,June,2024,Monsoon,2024-06,70.81428571428572
2024-06-15,36.6,84.8,10.3,7.0,June,2024,Monsoon,2024-06,73.35714285714286
2024-06-16,35.6,62.8,3.4,4.8,June,2024,Monsoon,2024-06,72.0142857142857
2024-06-17,35.2,58.1,9.4,47.1,June,2024,Monsoon,2024-06,70.31428571428572
2024-06-18,36.5,73.1,13.2,14.3,June,2024,Monsoon,2024-06,70.54285714285713
2024-06-19,36.4,59.7,9.4,21.9,June,2024,Monsoon,2024-06,69.98571428571428
2024-06-20,35.9,71.6,7.4,38.8,June,2024,Monsoon,2024-06,69.24285714285715
2024-06-21,37.1,70.0,7.3,22.7,June,2024,Monsoon,2024-06,68.58571428571429
2024-06-22,37.4,55.4,8.9,13.5,June,2024,Monsoon,2024-06,64.38571428571429
2024-06-23,37.3,79.9,8.2,33.7,June,2024,Monsoon,2024-06,66.82857142857142
2024-06-24,36.0,79.2,5.1,22.5,June,2024,Monsoon,2024-06,69.84285714285714
2024-06-25,36.1,76.0,8.0,25.3,June,2024,Monsoon,2024-06,70.25714285714285
2024-06-26,34.0,72.7,12.2,33.8,June,2024,Monsoon,2024-06,72.11428571428571
2024-06-27,33.0,75.1,14.1,21.5,June,2024,Monsoon,2024-06,72.61428571428571
2024-06-28,33.3,77.6,14.7,14.2,June,2024,Monsoon,2024-06,73.7
2024-06-29,36.4,69.4,6.3,28.0,June,2024,Monsoon,2024-06,75.7
2024-06-30,35.0,73.3,11.0,28.7,June,2024,Monsoon,2024-06,74.75714285714287
2024-07-01,37.3,59.5,5.7,9.4,July,2024,Monsoon,2024-07,71.94285714285714
2024-07-02,34.2,66.2,7.9,17.3,July,2024,Monsoon,2024-07,70.54285714285713
2024-07-03,38.1,80.6,9.9,4.7,July,2024,Monsoon,2024-07,71.67142857142856
2024-07-04,37.7,76.3,14.1,12.1,July,2024,Monsoon,2024-07,71.84285714285714
2024-07-05,37.7,60.5,13.3,0.0,July,2024,Monsoon,2024-07,69.4
2024-07-06,34.7,71.3,11.7,4.4,July,2024,Monsoon,2024-07,69.67142857142856
2024-07-07,36.3,77.1,11.4,15.6,July,2024,Monsoon,2024-07,70.21428571428571
2024-07-08,33.7,63.5,12.8,11.8,July,2024,Monsoon,2024-07,70.78571428571429
2024-07-09,35.3,54.0,6.5,11.2,July,2024,Monsoon,2024-07,69.04285714285713
2024-07-10,33.3,82.3,12.0,5.6,July,2024,Monsoon,2024-07,69.28571428571429
